,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,sentence_bow,sentence_bow_lem,sentence_dl
2569,569049391337578496,negative,1.0,Customer Service Issue,1.0,United,,dlm_3,,0,@united yes there is when you keep getting the same robotic answer.,,2015-02-21 00:22:01 -0800,Global,Eastern Time (US & Canada),united yes keep getting robotic answer,united yes keep getting robotic answer,united yes there is when you keep getting the same robotic answer .
2571,569035887956271104,negative,1.0,Customer Service Issue,1.0,United,,alexreznik,,0,@united bad customer service  to NYC a few weeks ago. Thinking of moving on,,2015-02-20 23:28:22 -0800,Email: Alex@ditmasla.com,Pacific Time (US & Canada),united bad customer service nyc weeks ago thinking moving,united bad customer service nyc week ago thinking moving,united bad customer service to nyc a few weeks ago . thinking of moving on
2572,569035174328934401,negative,1.0,Customer Service Issue,0.6437,United,,2cJustice4all,,0,@united @danahajek : United's CEO has decided to outsource and or push out more and more of their skilled and loyal employees..lack of staff,,2015-02-20 23:25:32 -0800,Chicago Illinois Crime.Inc,Central Time (US & Canada),united danahajek united ceo decided outsource push skilled loyal employees lack staff,united danahajek united ceo decided outsource push skilled loyal employee lack staff,united danahajek : united 's ceo has decided to outsource and or push out more and more of their skilled and loyal employees .. lack of staff
2574,569034282485698560,negative,1.0,Customer Service Issue,1.0,United,,2cJustice4all,,0,"@united @danahajek : she means to say there has been so many complaints today (this week, this month) that she can't respond b/c she's alone",,2015-02-20 23:21:59 -0800,Chicago Illinois Crime.Inc,Central Time (US & Canada),united danahajek means say many complaints today week month n't respond alone,united danahajek mean say many complaint today week month n't respond alone,"united danahajek : she means to say there has been so many complaints today ( this week , this month ) that she ca n't respond b c she 's alone"
2577,569030219438239744,negative,1.0,Late Flight,1.0,United,,AndreaDurkee,,1,@united - you delayed our departure by 2 hrs to wait for passengers from another flight that was Late Flight! Unacceptable!!,,2015-02-20 23:05:51 -0800,"Boston, MA",Pacific Time (US & Canada),united delayed departure hrs wait passengers another flight late flight unacceptable,united delayed departure hr wait passenger another flight late flight unacceptable,united you delayed our departure by 2 hrs to wait for passengers from another flight that was late flight ! unacceptable ! !
2579,569026124484706304,negative,1.0,Customer Service Issue,0.3929999999999999,United,,dtcurtbrown,,0,@united flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out.,,2015-02-20 22:49:34 -0800,,,united flight 1136 chicago houston hours pretzels peanuts seriously passed,united flight 1136 chicago houston hour pretzel peanut seriously passed,united flight 1136 from chicago to houston over 2 hours and no pretzels or peanuts ? ! seriously about passed out .
2582,569024126641311744,negative,1.0,Lost Luggage,1.0,United,,gehandabare,,0,@united - after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive,,2015-02-20 22:41:38 -0800,,Eastern Time (US & Canada),united tag own bags airport hoping would actually arrive with hoping arrive,united tag own bag airport hoping would actually arrive with hoping arrive,united after having to now tag my own bags at the airport i was hoping they would actually arrive with me here 's hoping they arrive
2585,569020829033492480,negative,1.0,Customer Service Issue,1.0,United,,danahajek,,1,@united so much for being here to help. Very disappointed in your customer service.,,2015-02-20 22:28:32 -0800,chicago IL,Central Time (US & Canada),united much help very disappointed customer service,united much help very disappointed customer service,united so much for being here to help . very disappointed in your customer service .
2587,569017631602139137,negative,1.0,Customer Service Issue,1.0,United,,MERBARAT,,1,@united your system is down and after being on hold for over 20 mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?,"[41.86589387, -87.62303178]",2015-02-20 22:15:49 -0800,"Chicago, IL",Central Time (US & Canada),united system hold mins mia tells going charge flight booking problems fee customer service,united system hold min mia tell going charge flight booking problem fee customer service,united your system is down and after being on hold for over 20 mins mia tells me she is going to charge a flight booking problems fee ? ! customer service ?
2589,569015669347319808,negative,1.0,Flight Booking Problems,0.6222,United,,CaptainDave13,,1,@united She 👏 won't 👏 be 👏 at 👏 my 👏 wedding 👏. This is an irreplaceable milestone. There's no reFlight Booking Problems. How can we be repaid for this?,,2015-02-20 22:08:02 -0800,ridin' da food train,,united she n't wedding this irreplaceable milestone there reflight booking problems how repaid,united she n't wedding this irreplaceable milestone there reflight booking problem how repaid,united she 👏 wo n't 👏 be 👏 at 👏 my 👏 wedding 👏 . this is an irreplaceable milestone . there 's no reflight booking problems . how can we be repaid for this ?
2590,569014098811351040,negative,1.0,Lost Luggage,1.0,United,,iandroid614,,0,@united Brothers luggage was lost on Copa Airlines Flight 635. He's competing Sunday for the 2015 Panamerican Cross Country Cup. Please help,,2015-02-20 22:01:47 -0800,"Kearney, Nebraska",Central Time (US & Canada),united brothers luggage lost copa airlines flight 635 competing sunday 2015 panamerican cross country cup please help,united brother luggage lost copa airline flight 635 competing sunday 2015 panamerican cross country cup please help,united brothers luggage was lost on copa airlines flight 635 . he 's competing sunday for the 2015 panamerican cross country cup . please help
2592,569012492598251520,negative,1.0,Customer Service Issue,0.6415,United,,johnwoodRTR,,1,@united On last flight of the day no less. I am now driving 4 hours to Aspen thru a snowstorm Thx to your teams lack of customer empathy,"[39.77848558, -104.90007634]",2015-02-20 21:55:24 -0800,Hong Kong,Eastern Time (US & Canada),united last flight day less driving hours aspen thru snowstorm thx teams lack customer empathy,united last flight day le driving hour aspen thru snowstorm thx team lack customer empathy,united on last flight of the day no less . i am now driving 4 hours to aspen thru a snowstorm thx to your teams lack of customer empathy
2594,569011727532032001,negative,1.0,Flight Booking Problems,0.3404,United,,johnwoodRTR,,1,@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?,"[39.77390684, -104.84537303]",2015-02-20 21:52:22 -0800,Hong Kong,Eastern Time (US & Canada),united yes plenty seats available vicky thomas refuse give one million mile flyer,united yes plenty seat available vicky thomas refuse give one million mile flyer,united yes there were plenty of seats available . so why did vicky thomas refuse to give one to a million mile flyer ?
2595,569011185439285248,negative,1.0,Late Flight,1.0,United,,kellyirish72,,0,"@united funny, both my flights yesterday were delayed because of mechanical issues. Rotten luck to get 2 planes in a row with ""issues""...",,2015-02-20 21:50:12 -0800,Austin,,united funny flights yesterday delayed mechanical issues rotten luck get planes row issues ...,united funny flight yesterday delayed mechanical issue rotten luck get plane row issue ...,"united funny , both my flights yesterday were delayed because of mechanical issues . rotten luck to get 2 planes in a row with `` issues '' ..."
2597,569010309085536257,negative,1.0,Late Flight,0.7014,United,,franknoc,,0,@united waiting 12 mins and counting to get through to Global Services....something going on?,,2015-02-20 21:46:44 -0800,,Arizona,united waiting mins counting get global services .... something going,united waiting min counting get global service .... something going,united waiting 12 mins and counting to get through to global services .... something going on ?
2599,569008708174262272,negative,1.0,Flight Booking Problems,1.0,United,,johnwoodRTR,,0,@united Also your at-gate monitor showed 23 empty seats,"[39.83426941, -104.69960636]",2015-02-20 21:40:22 -0800,Hong Kong,Eastern Time (US & Canada),united also gate monitor showed empty seats,united also gate monitor showed empty seat,united also your at gate monitor showed 23 empty seats
2600,569008601009762305,negative,1.0,Customer Service Issue,0.6804,United,,johnwoodRTR,,0,@united That is not what your reservations desk just told me.  They said there were plenty of seats,"[39.83426941, -104.69960636]",2015-02-20 21:39:56 -0800,Hong Kong,Eastern Time (US & Canada),united that reservations desk told they said plenty seats,united that reservation desk told they said plenty seat,united that is not what your reservations desk just told me . they said there were plenty of seats
2601,569007629868998656,negative,1.0,Flight Booking Problems,0.6939,United,,MERBARAT,,0,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?","[41.86591215, -87.6231126]",2015-02-20 21:36:05 -0800,"Chicago, IL",Central Time (US & Canada),united exasperating difficult time flight booking problems error message says 're undergoing maintenance really,united exasperating difficult time flight booking problem error message say 're undergoing maintenance really,"united very exasperating i 'm having a difficult time with flight booking problems as the error message says you 're undergoing maintenance . really , now ?"
